"","Date.received","Product","Sub.product","Issue","Sub.issue","Consumer.complaint.narrative","Company.public.response","Company","State","ZIP.code","Tags","Consumer.consent.provided.","Submitted.via","Date.sent.to.company","Company.response.to.consumer","Timely.response.","Consumer.disputed.","Complaint.ID"
"2100","12/3/2015","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","MD","20772","Other","Other","Fax","12/9/2015","Closed with explanation","Yes","No",1681004
"2101","11/17/2015","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","FL","32128","Other","Other","Fax","11/20/2015","Closed with explanation","Yes","No",1659408
"2102","11/29/2015","Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Company chooses not to provide a public response","Citibank","CA","91740","Other","Consent not provided","Web","11/29/2015","Closed with explanation","Yes","Yes",1674867
"2103","11/3/2015","Prepaid card","Other special purpose card","Adding money","Other","Other","Other","Empowerment Ventures, LLC","MD","21108","Other","Other","Phone","11/4/2015","Closed with monetary relief","Yes","No",1638064
"2104","12/3/2015","Credit reporting","Other","Credit reporting company's investigation","Inadequate help over the phone","Other","Company chooses not to provide a public response","Experian","NH","3301","Servicemember","Other","Phone","12/8/2015","Closed with explanation","Yes","Yes",1681784
"2105","11/3/2015","Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Company chooses not to provide a public response","Bank of America","MA","1845","Other","Other","Referral","11/4/2015","Closed with monetary relief","Yes","No",1638496
"2106","11/17/2015","Mortgage","Home equity loan or line of credit","Loan modification,collection,foreclosure","Other","Other","Company chooses not to provide a public response","Bank of America","CA","90069","Other","Other","Web","11/17/2015","Closed with non-monetary relief","Yes","No",1659511
"2107","11/29/2015","Mortgage","FHA mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Nationstar Mortgage","DE","19901","Other","Consent not provided","Web","12/3/2015","Closed with explanation","Yes","No",1674693
"2108","11/3/2015","Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt is not mine","Other","Company believes the complaint is the result of a misunderstanding","CCS Financial Services, Inc.","WA","98392","Other","Other","Phone","11/3/2015","Closed with explanation","Yes","No",1638066
"2109","12/3/2015","Mortgage","Reverse mortgage","Loan modification,collection,foreclosure","Other","Other","Company chooses not to provide a public response","Liberty Home Equity Solutions, Inc","MA","1907","Older American","Other","Phone","12/8/2015","Closed with explanation","Yes","No",1681926
"2110","11/29/2015","Credit reporting","Other","Incorrect information on credit report","Account terms","Other","Other","Equifax","LA","71211","Older American","Consent not provided","Web","11/29/2015","Closed with explanation","Yes","No",1674633
"2111","12/3/2015","Credit reporting","Other","Incorrect information on credit report","Information is not mine","Other","Company chooses not to provide a public response","Experian","NY","10002","Other","Other","Phone","12/8/2015","Closed with non-monetary relief","Yes","No",1682720
"2112","11/17/2015","Credit reporting","Other","Incorrect information on credit report","Account terms","Other","Company chooses not to provide a public response","Experian","TX","79410","Other","Consent not provided","Web","11/17/2015","Closed with non-monetary relief","Yes","No",1659928
"2113","12/3/2015","Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Company chooses not to provide a public response","Bank of America","FL","33173","Other","Other","Web","12/3/2015","Closed with non-monetary relief","Yes","No",1681068
"2114","11/29/2015","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Equifax","ID","83705","Other","Consent not provided","Web","11/29/2015","Closed with explanation","Yes","Yes",1674868
"2115","11/17/2015","Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt was paid","Other","Company believes it acted appropriately as authorized by contract or law","ERC","NV","89147","Older American","Other","Phone","11/30/2015","Closed with non-monetary relief","Yes","No",1660013
"2116","11/3/2015","Prepaid card","General purpose card","Unauthorized transactions/trans. issues","Other","Other","Other","Empowerment Ventures, LLC","AR","72903","Servicemember","Other","Phone","11/4/2015","Closed with non-monetary relief","Yes","No",1638088
"2117","11/29/2015","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","ID","83705","Other","Consent not provided","Web","11/29/2015","Closed with explanation","Yes","No",1674870
"2118","11/29/2015","Debt collection","Other (i.e. phone, health club, etc.)","Communication tactics","Threatened to take legal action","Other","Other","Lowther Johnson Attorneys at Law, LLC","MO","65806","Other","Consent not provided","Web","11/29/2015","Closed with explanation","No","Yes",1674704
"2119","11/29/2015","Credit reporting","Other","Credit reporting company's investigation","No notice of investigation status/result","Other","Other","Equifax","ID","83705","Other","Consent not provided","Web","11/29/2015","Closed with explanation","Yes","No",1674873
"2120","11/3/2015","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Rushmore Loan Management Services LLC","OR","97203","Other","Other","Referral","11/4/2015","Closed with explanation","Yes","No",1638076
"2121","11/29/2015","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Equifax","ID","83705","Other","Consent not provided","Web","11/29/2015","Closed with explanation","Yes","No",1674708
"2122","11/29/2015","Money transfers","Domestic (US) money transfer","Other transaction issues","Other","Other","Other","PayPal Holdings, Inc.","ID","83705","Other","Consent not provided","Web","11/29/2015","Closed with explanation","Yes","No",1674871
"2123","11/29/2015","Credit reporting","Other","Credit reporting company's investigation","No notice of investigation status/result","Other","Company chooses not to provide a public response","Experian","ID","83705","Other","Consent not provided","Web","11/29/2015","Closed with explanation","Yes","Yes",1674872
"2124","12/3/2015","Credit reporting","Other","Incorrect information on credit report","Public record","Other","Other","Equifax","IN","46561","Other","Consent not provided","Web","12/3/2015","Closed with explanation","Yes","Yes",1681945
"2125","12/3/2015","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Company chooses not to provide a public response","Experian","TX","75428","Other","Consent not provided","Web","12/3/2015","Closed with explanation","Yes","No",1681949
"2126","11/29/2015","Credit reporting","Other","Incorrect information on credit report","Account terms","Other","Other","Equifax","TX","78728","Other","Consent not provided","Web","11/29/2015","Closed with explanation","Yes","No",1674711
"2127","11/3/2015","Debt collection","Payday loan","Disclosure verification of debt","Not given enough info to verify debt","Other","Other","Real Time Resolutions","CA","90027","Other","Consent not provided","Web","11/3/2015","Closed with explanation","No","Yes",1636608
"2128","11/3/2015","Mortgage","Reverse mortgage","Settlement process and costs","Other","Other","Company chooses not to provide a public response","Wells Fargo & Company","FL","331XX","Other","Other","Web","11/3/2015","Closed with explanation","Yes","Yes",1636626
"2129","11/7/2015","Credit reporting","Other","Credit reporting company's investigation","Investigation took too long","Other","Other","Equifax","CO","80017","Other","Consent not provided","Web","11/7/2015","Closed with explanation","Yes","Yes",1645088
"2130","11/3/2015","Mortgage","Conventional fixed mortgage","Application, originator, mortgage broker","Other","Other","Other","PHH Mortgage","OK","73049","Other","Consent not provided","Web","11/3/2015","Closed with explanation","Yes","No",1639872
"2131","11/17/2015","Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Arbor Residential Mortgage LLC","NM","87181","Other","Other","Postal mail","11/20/2015","Closed with explanation","Yes","No",1659515
"2132","11/17/2015","Credit reporting","Other","Incorrect information on credit report","Account terms","Other","Other","Equifax","TX","79410","Other","Consent not provided","Web","11/17/2015","Closed with explanation","Yes","No",1660059
"2133","11/3/2015","Debt collection","Medical","Improper contact or sharing of info","Contacted employer after asked not to","Other","Company believes it acted appropriately as authorized by contract or law","Rash Curtis and Associates","CA","94583","Other","Consent not provided","Web","11/3/2015","Closed with explanation","Yes","No",1638176
"2134","11/29/2015","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Company chooses not to provide a public response","Arbor Residential Mortgage LLC","GA","30102","Other","Consent not provided","Web","11/29/2015","Closed with explanation","Yes","No",1674758
"2135","12/14/2015","Student loan","Non-federal student loan","Dealing with my lender or servicer","Trouble with how payments are handled","Other","Other","JPMorgan Chase & Co.","NY","11590","Other","Other","Referral","12/17/2015","Closed with explanation","Yes","No",1695861
"2136","12/8/2015","Debt collection","Other (i.e. phone, health club, etc.)","Improper contact or sharing of info","Contacted employer after asked not to","Other","Company disputes the facts presented in the complaint","Gordon, Aylworth & Tami, P.C.","TX","98374","Other","Consent not provided","Web","12/8/2015","Closed with explanation","Yes","No",1688446
"2137","12/15/2016","Consumer Loan","Vehicle loan","Problems when you are unable to pay","Other","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Credit Acceptance Corporation","CO","81501","Other","Consent not provided","Web","12/15/2016","Closed with explanation","Yes","No",2251383
"2138","12/14/2015","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","FL","32965","Older American","Other","Referral","12/16/2015","Closed with explanation","Yes","Yes",1695214
"2139","12/14/2015","Bank account or service","Other bank product/service","Deposits and withdrawals","Other","Other","Company chooses not to provide a public response","Wells Fargo & Company","CA","90007","Older American","Other","Phone","12/16/2015","Closed with explanation","Yes","No",1695875
"2140","12/23/2015","Debt collection","Payday loan","Communication tactics","Threatened to take legal action","Other","Company chooses not to provide a public response","Oracle Financial Group LLC.","IN","46383","Servicemember","Consent not provided","Web","12/23/2015","Closed","Yes","No",1715281
"2141","12/9/2015","Credit card","Other","Identity theft / Fraud / Embezzlement","Other","Other","Company chooses not to provide a public response","Citibank","CA","91706","Other","Other","Referral","12/14/2015","Closed with monetary relief","Yes","No",1689176
"2142","12/9/2015","Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Company chooses not to provide a public response","U.S. Bancorp","CA","92128","Other","Other","Referral","12/15/2015","Closed with explanation","Yes","No",1689060
"2143","12/18/2015","Credit reporting","Other","Credit monitoring or identity protection","Account terms and changes","Other","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","NV","89148","Other","Other","Fax","12/18/2015","Closed with explanation","Yes","No",1708448
"2144","12/18/2015","Debt collection","Other (i.e. phone, health club, etc.)","Improper contact or sharing of info","Contacted me instead of my attorney","Other","Company chooses not to provide a public response","Blatt, Hasenmiller, Leibsker & Moore, LLC","AZ","85302","Other","Consent not provided","Web","12/18/2015","Closed with explanation","Yes","No",1708230
"2145","12/9/2015","Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Company chooses not to provide a public response","M&T Bank Corporation","NJ","8752","Other","Other","Referral","12/14/2015","Closed with explanation","Yes","No",1689180
"2146","12/9/2015","Mortgage","Conventional adjustable mortgage (ARM)","Loan servicing, payments, escrow account","Other","Other","Other","PNC Bank N.A.","NJ","7721","Other","Other","Referral","12/14/2015","Closed with explanation","Yes","No",1689181
"2147","12/9/2015","Bank account or service","Other bank product/service","Account opening, closing, or management","Other","Other","Other","Valley National Bank","PA","18058","Other","Other","Referral","2/3/2016","Closed with explanation","Yes","No",1689185
"2148","12/18/2015","Mortgage","Other mortgage","Other","Other","Other","Other","Nationstar Mortgage","NY","10566","Other","Other","Postal mail","12/21/2015","Closed with explanation","Yes","No",1708265
"2149","12/23/2015","Bank account or service","Other bank product/service","Account opening, closing, or management","Other","Other","Company chooses not to provide a public response","Bank of America","NJ","7018","Other","Other","Referral","12/28/2015","Closed with explanation","Yes","No",1715524
"2150","12/23/2015","Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Company believes it acted appropriately as authorized by contract or law","USAA Savings","CO","80908","Other","Other","Referral","12/28/2015","Closed with explanation","Yes","No",1714793
"2151","12/9/2015","Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","JPMorgan Chase & Co.","TX","75252","Other","Consent not provided","Web","12/9/2015","Closed with explanation","Yes","No",1689190
"2152","12/18/2015","Credit reporting","Other","Incorrect information on credit report","Public record","Other","Company chooses not to provide a public response","Experian","CO","80017","Other","Consent not provided","Web","12/18/2015","Closed with non-monetary relief","Yes","Yes",1708875
"2153","12/23/2015","Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Company chooses not to provide a public response","SunTrust Banks, Inc.","FL","33305","Other","Other","Referral","12/28/2015","Closed with explanation","Yes","Yes",1715190
"2154","12/23/2015","Bank account or service","(CD) Certificate of deposit","Account opening, closing, or management","Other","Other","Company believes complaint is the result of an isolated error","USAA Savings","IL","60614","Other","Other","Referral","12/28/2015","Closed with explanation","Yes","No",1715198
"2155","12/9/2015","Bank account or service","Other bank product/service","Deposits and withdrawals","Other","Other","Other","Capital One","LA","71113","Other","Consent not provided","Web","12/14/2015","Closed with explanation","Yes","Yes",1689193
"2156","12/14/2015","Credit card","Other","Closing/Cancelling account","Other","Other","Company chooses not to provide a public response","Citibank","NY","11375","Other","Consent not provided","Web","12/14/2015","Closed with monetary relief","Yes","No",1695894
"2157","12/18/2015","Credit reporting","Other","Incorrect information on credit report","Information is not mine","Other","Other","Equifax","TX","77084","Other","Consent not provided","Web","12/18/2015","Closed with explanation","Yes","No",1708530
"2158","12/23/2015","Consumer Loan","Vehicle loan","Managing the loan or lease","Other","Other","Company chooses not to provide a public response","Ally Financial Inc.","TX","75980","Other","Other","Phone","12/23/2015","Closed with non-monetary relief","Yes","No",1715734
"2159","12/23/2015","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Capital One","MD","20607","Other","Other","Referral","12/28/2015","Closed with explanation","Yes","No",1715607
"2160","12/9/2015","Debt collection","Other (i.e. phone, health club, etc.)","Disclosure verification of debt","Right to dispute notice not received","Other","Company chooses not to provide a public response","Mariner Finance, LLC","FL","322XX","Other","Other","Web","12/10/2015","Closed with explanation","Yes","Yes",1688993
"2161","12/9/2015","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Equifax","VA","23510","Other","Consent not provided","Web","12/10/2015","Closed with explanation","Yes","No",1689228
"2162","12/9/2015","Bank account or service","(CD) Certificate of deposit","Account opening, closing, or management","Other","Other","Company chooses not to provide a public response","Ally Financial Inc.","CA","92603","Other","Consent not provided","Web","12/9/2015","Closed with monetary relief","Yes","No",1689098
"2163","12/14/2015","Consumer Loan","Vehicle lease","Managing the loan or lease","Other","Other","Other","VW Credit, Inc","NJ","7747","Other","Other","Phone","12/16/2015","Closed with monetary relief","Yes","Yes",1695238
"2164","12/9/2015","Credit reporting","Other","Incorrect information on credit report","Account terms","Other","Company chooses not to provide a public response","Experian","VA","23224","Other","Consent not provided","Web","12/9/2015","Closed with explanation","Yes","No",1689240
"2165","12/9/2015","Mortgage","FHA mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Weststar Mortgage Corporation","FL","33844","Other","Consent not provided","Web","12/9/2015","Closed with explanation","Yes","No",1689243
"2166","12/18/2015","Consumer Loan","Vehicle loan","Managing the loan or lease","Other","Other","Other","Santander Consumer USA Holdings Inc","OH","44143","Other","Other","Phone","12/21/2015","Closed with explanation","Yes","Yes",1708444
"2167","12/9/2015","Credit card","Other","Privacy","Other","Other","Company chooses not to provide a public response","Bank of America","NY","14150","Other","Consent not provided","Web","12/9/2015","Closed with explanation","Yes","Yes",1689250
"2168","12/9/2015","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Company chooses not to provide a public response","Wells Fargo & Company","WA","98115","Other","Consent not provided","Web","12/9/2015","Closed with explanation","Yes","Yes",1689335
"2169","12/9/2015","Consumer Loan","Installment loan","Taking out the loan or lease","Other","Other","Other","Social Finance, Inc.","FL","33647","Other","Consent not provided","Web","12/30/2015","Closed with explanation","Yes","No",1689258
"2170","12/18/2015","Debt collection","Credit card","Improper contact or sharing of info","Talked to a third party about my debt","Other","Company chooses not to provide a public response","United Collection Bureau, Inc.","CA","94611","Older American","Other","Phone","12/22/2015","Closed with explanation","Yes","No",1707383
"2171","12/9/2015","Debt collection","Payday loan","Communication tactics","Frequent or repeated calls","Other","Other","Risecredit, LLC","MO","63021","Other","Consent not provided","Web","12/9/2015","Closed with explanation","Yes","No",1689283
"2172","12/23/2015","Debt collection","I do not know","Disclosure verification of debt","Not given enough info to verify debt","Other","Company believes the complaint is the result of a misunderstanding","CCS Financial Services, Inc.","CA","92307","Servicemember","Consent not provided","Web","12/29/2015","Closed with explanation","Yes","No",1714696
"2173","12/9/2015","Credit reporting","Other","Incorrect information on credit report","Personal information","Other","Company believes complaint caused principally by actions of third party outside the control or direction of the company","Credit Karma, Inc.","IL","60441","Other","Consent not provided","Web","12/9/2015","Closed with explanation","Yes","No",1689291
"2174","12/18/2015","Credit reporting","Other","Incorrect information on credit report","Reinserted previously deleted info","Other","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","NV","89193","Other","Other","Phone","12/18/2015","Closed with explanation","Yes","No",1708629
"2175","12/18/2015","Credit reporting","Other","Incorrect information on credit report","Personal information","Other","Other","Equifax","CA","92126","Older American","Consent not provided","Web","12/18/2015","Closed with explanation","Yes","Yes",1708178
"2176","12/14/2015","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Equifax","NV","89148","Older American","Other","Referral","12/16/2015","Closed with explanation","Yes","No",1696126
"2177","12/23/2015","Bank account or service","Other bank product/service","Account opening, closing, or management","Other","Other","Other","Amex","PA","15241","Other","Consent not provided","Web","12/23/2015","Closed with explanation","Yes","No",1715558
"2178","12/14/2015","Credit reporting","Other","Credit monitoring or identity protection","Problem with fraud alerts","Other","Other","Equifax","NV","89148","Older American","Other","Referral","12/16/2015","Closed with explanation","Yes","No",1696133
"2179","12/9/2015","Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Ocwen","FL","331XX","Older American","Other","Web","12/9/2015","Closed with explanation","Yes","No",1689052
"2180","12/18/2015","Credit card","Other","Other","Other","Other","Other","Capital One","TX","77583","Other","Other","Postal mail","12/21/2015","Closed with explanation","Yes","No",1709304
"2181","12/9/2015","Prepaid card","General purpose card","Unauthorized transactions/trans. issues","Other","Other","Other","Comerica","WA","98687","Other","Other","Referral","12/16/2015","Closed with explanation","Yes","Yes",1690141
"2182","12/9/2015","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","HSBC North America Holdings Inc.","WV","25177","Other","Other","Referral","12/14/2015","Closed with explanation","Yes","No",1689876
"2183","12/9/2015","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","PNC Bank N.A.","NJ","7044","Other","Other","Referral","12/14/2015","Closed","Yes","No",1689022
"2184","12/9/2015","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Company chooses not to provide a public response","Wells Fargo & Company","CA","90717","Other","Other","Referral","12/14/2015","Closed with explanation","Yes","No",1689475
"2185","12/9/2015","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Company chooses not to provide a public response","Citibank","OH","45215","Other","Other","Referral","12/14/2015","Closed with explanation","Yes","No",1690134
"2186","12/9/2015","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Ocwen","NY","14611","Other","Other","Referral","12/14/2015","Closed with explanation","Yes","No",1690043
"2187","12/9/2015","Consumer Loan","Installment loan","Managing the loan or lease","Other","Other","Other","Nationwide Biweekly Administration, Inc","OH","450XX","Servicemember","Other","Web","12/14/2015","Closed with explanation","No","No",1689330
"2188","12/9/2015","Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","HI","96720","Other","Other","Referral","12/23/2015","Closed with explanation","Yes","No",1690050
"2189","12/23/2015","Credit card","Other","Credit line increase/decrease","Other","Other","Other","Amex","NJ","8340","Older American","Other","Postal mail","12/23/2015","Closed with explanation","Yes","Yes",1714278
"2190","12/14/2015","Credit reporting","Other","Incorrect information on credit report","Information is not mine","Other","Company chooses not to provide a public response","Experian","FL","33180","Other","Other","Web","12/15/2015","Closed with explanation","Yes","No",1695962
"2191","12/14/2015","Debt collection","Federal student loan","Communication tactics","Called after sent written cease of comm","Other","Other","Transworld Systems Inc.","CA","94026","Other","Consent not provided","Web","12/14/2015","Closed with explanation","Yes","No",1695968
"2192","12/9/2015","Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Company chooses not to provide a public response","Zions Bancorporation","ID","83686","Other","Other","Referral","12/15/2015","Closed with explanation","Yes","No",1689680
"2193","12/9/2015","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","HSBC North America Holdings Inc.","OH","45213","Other","Other","Referral","2/8/2016","Closed with explanation","Yes","No",1689552
"2194","12/9/2015","Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","JPMorgan Chase & Co.","NY","11214","Other","Other","Referral","12/10/2015","Closed with explanation","Yes","No",1690038
"2195","2/14/2012","Credit card","Other","Late fee","Other","Other","Other","Citibank","NY","14220","Other","Other","Web","2/14/2012","Closed without relief","Yes","No",23191
"2196","12/18/2015","Credit reporting","Other","Incorrect information on credit report","Public record","Other","Company chooses not to provide a public response","Experian","CO","80220","Other","Consent not provided","Web","12/18/2015","Closed with non-monetary relief","Yes","Yes",1707990
"2197","12/9/2015","Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Company believes it acted appropriately as authorized by contract or law","Select Portfolio Servicing, Inc","PA","19320","Other","Other","Postal mail","12/14/2015","Closed with explanation","Yes","No",1689118
"2198","11/22/2016","Credit reporting","Other","Incorrect information on credit report","Information is not mine","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","CA","91107","Other","Consent not provided","Web","11/22/2016","Closed with non-monetary relief","Yes","No",2219897
"2199","12/9/2015","Credit reporting","Other","Credit monitoring or identity protection","Problem with fraud alerts","Other","Company chooses not to provide a public response","Experian","GA","30126","Other","Other","Referral","12/14/2015","Closed with non-monetary relief","Yes","No",1689353
"2200","12/18/2015","Credit card","Other","Rewards","Other","Other","Company chooses not to provide a public response","Barclays PLC","VA","23509","Other","Other","Referral","12/21/2015","Closed with monetary relief","Yes","No",1707371
"2201","12/14/2015","Bank account or service","Checking account","Problems caused by my funds being low","Other","Other","Company chooses not to provide a public response","Bank of America","NJ","8901","Other","Consent not provided","Web","12/14/2015","Closed with monetary relief","Yes","No",1695979
"2202","12/18/2015","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Company believes it acted appropriately as authorized by contract or law","Angel Oak Mortgage Solutions LLC","MD","20782","Older American","Other","Phone","12/21/2015","Closed with explanation","Yes","No",1708387
"2203","12/6/2011","Credit card","Other","Billing disputes","Other","Other","Other","Citibank","AZ","85045","Other","Other","Web","12/7/2011","Closed with relief","Yes","No",3157
"2204","12/18/2015","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Company chooses not to provide a public response","Experian","NV","89193","Other","Other","Phone","12/21/2015","Closed with non-monetary relief","Yes","No",1709278
"2205","12/14/2015","Credit reporting","Other","Credit reporting company's investigation","Problem with statement of dispute","Other","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","CA","92658","Older American","Consent not provided","Web","12/14/2015","Closed with explanation","Yes","Yes",1695249
"2206","12/23/2015","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Company chooses not to provide a public response","Experian","TX","78240","Other","Other","Postal mail","12/23/2015","Closed with explanation","Yes","No",1714771
"2207","12/14/2015","Credit card","Other","Identity theft / Fraud / Embezzlement","Other","Other","Other","JPMorgan Chase & Co.","TX","78217","Older American","Other","Phone","12/16/2015","Closed with explanation","Yes","Yes",1696000
"2208","12/18/2015","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Company chooses not to provide a public response","Bank of America","CA","92557","Other","Consent not provided","Web","12/18/2015","Closed with non-monetary relief","Yes","No",1707594
"2209","12/23/2015","Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Company chooses not to provide a public response","Wells Fargo & Company","NY","11559","Other","Other","Referral","12/28/2015","Closed with explanation","Yes","No",1714200
"2210","12/14/2015","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Embrace Home Loans Inc","NY","13145","Servicemember","Consent not provided","Web","12/14/2015","Closed with explanation","Yes","No",1696017
"2211","12/9/2015","Consumer Loan","Vehicle loan","Problems when you are unable to pay","Other","Other","Other","M&T Bank Corporation","MA","2723","Other","Other","Phone","12/9/2015","Closed with non-monetary relief","Yes","No",1689396
"2212","12/9/2015","Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","I.C. System, Inc.","CA","92262","Older American","Other","Referral","12/15/2015","Closed with explanation","Yes","No",1689399
"2213","12/23/2015","Mortgage","Other mortgage","Other","Other","Other","Other","Caliber Home Loans, Inc","GA","30517","Other","Other","Fax","12/24/2015","Closed with explanation","Yes","No",1714564
"2214","12/23/2015","Credit reporting","Other","Incorrect information on credit report","Information is not mine","Other","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","NY","12047","Other","Consent not provided","Web","12/29/2015","Closed with explanation","Yes","No",1714312
"2215","12/9/2015","Credit card","Other","Billing disputes","Other","Other","Company chooses not to provide a public response","U.S. Bancorp","VA","22602","Other","Consent not provided","Web","12/9/2015","Closed with explanation","Yes","No",1689412
"2216","12/15/2015","Credit card","Other","Customer service / Customer relations","Other","Other","Other","Amex","CA","92122","Other","Other","Phone","12/16/2015","Closed with monetary relief","Yes","No",1697127
"2217","12/18/2015","Bank account or service","Checking account","Problems caused by my funds being low","Other","Other","Company chooses not to provide a public response","Regions Financial Corporation","TN","38018","Other","Consent not provided","Web","12/18/2015","Closed with explanation","Yes","No",1707404
"2218","12/19/2015","Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","CA","90712","Other","Other","Phone","12/21/2015","Closed with explanation","Yes","No",1708711
"2219","12/23/2015","Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt is not mine","Other","Company believes it acted appropriately as authorized by contract or law","Focus Holding Company","NE","68025","Servicemember","Consent not provided","Web","12/23/2015","Closed with explanation","Yes","No",1714531
"2220","12/23/2015","Debt collection","Credit card","Cont'd attempts collect debt not owed","Debt was paid","Other","Company believes it acted appropriately as authorized by contract or law","Nations Recovery Center","NY","14103","Servicemember","Consent not provided","Web","12/23/2015","Closed with non-monetary relief","Yes","No",1715782
"2221","12/15/2015","Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt is not mine","Other","Company believes it acted appropriately as authorized by contract or law","Stellar Recovery Inc.","MO","63954","Other","Other","Phone","12/16/2015","Closed with explanation","Yes","No",1696973
"2222","12/19/2015","Mortgage","Conventional adjustable mortgage (ARM)","Loan servicing, payments, escrow account","Other","Other","Other","Nationstar Mortgage","OR","97701","Older American","Consent not provided","Web","12/19/2015","Closed with explanation","Yes","Yes",1709437
"2223","12/15/2015","Debt collection","Credit card","Communication tactics","Frequent or repeated calls","Other","Other","Synchrony Financial","NY","13642","Other","Consent not provided","Web","12/15/2015","Closed with non-monetary relief","Yes","No",1697186
"2224","12/19/2015","Debt collection","Other (i.e. phone, health club, etc.)","Communication tactics","Frequent or repeated calls","Other","Other","Conn's, Inc.","LA","70737","Other","Consent not provided","Web","12/21/2015","Closed with non-monetary relief","Yes","No",1708007
"2225","1/20/2016","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","CT","6105","Other","Other","Postal mail","1/20/2016","Closed with explanation","Yes","No",1749206
"2226","1/20/2016","Credit card","Other","Billing disputes","Other","Other","Other","Capital One","NJ","8015","Servicemember","Other","Phone","1/20/2016","Closed with explanation","Yes","Yes",1749340
"2227","1/20/2016","Debt collection","I do not know","Communication tactics","Frequent or repeated calls","Other","Company chooses not to provide a public response","Allied Interstate LLC","CA","4087","Older American, Servicemember","Other","Phone","1/20/2016","Closed with non-monetary relief","Yes","No",1750065
