VentureFirm,Date,StartUp,Investment
Social | Capital,6/1/2015,Descomplica,$7M / Series C
Social | Capital,6/1/2015,Momunt,$500k / Seed
Social | Capital,5/1/2015,Wave Accounting,$10M / Series C
Social | Capital,4/1/2015,Slack,$160M / Series E (Lead)
Social | Capital,4/1/2015,Sprig,$45M / Series B (Lead)
Social | Capital,4/1/2015,Virtkick,$882k / Seed
Social | Capital,3/1/2015,Glooko,$16.5M / Series B
Social | Capital,3/1/2015,Bento Labs,$2M / Seed
Social | Capital,3/1/2015,Greenhouse Software,$13.9M / Series B
Social | Capital,3/1/2015,REscour,$1.3M / Seed
Social | Capital,2/1/2015,Coolan,undisclosed amount / Seed
Social | Capital,2/1/2015,Getable,$7.57M / Series A (Lead)
Social | Capital,2/1/2015,NoRedInk,$6M / Series A
Social | Capital,2/1/2015,Crushpath,$4.03M / Series A (Lead)
Social | Capital,1/1/2015,Ringly,$5.1M / Series A
Social | Capital,12/1/2014,Bustle,$15.5M / Series C
Social | Capital,12/1/2014,"OneLogin, Inc.",$25M / Series C
Social | Capital,12/1/2014,Hubba,$3.1M / Seed
Social | Capital,12/1/2014,SurveyMonkey,$250M / Venture
Social | Capital,10/1/2014,Slack,$120M / Series D
Social | Capital,10/1/2014,Wealthfront,$64M / Series D
Social | Capital,9/1/2014,Remind,$40M / Series C
Social | Capital,9/1/2014,Nanowear Inc.,$1.5M / Seed
Social | Capital,9/1/2014,Propeller Health,$14.5M / Series B
Social | Capital,9/1/2014,GetSet,$2.5M / Seed
Social | Capital,9/1/2014,HomeHero,$3M / Seed (Lead)
Social | Capital,8/1/2014,AdmitSee,$250k / Convertible Note
Social | Capital,8/1/2014,UClass,$1M / Seed
Social | Capital,8/1/2014,FreshGrade,$4.3M / Seed
Social | Capital,8/1/2014,Greenhouse Software,$7.5M / Series A (Lead)
Social | Capital,8/1/2014,Athos,$12.2M / Series B
Social | Capital,7/1/2014,Captricity,$10M / Series B
Social | Capital,7/1/2014,Bustle,$5M / Series B (Lead)
Social | Capital,7/1/2014,Syapse,$10M / Series B
Social | Capital,5/1/2014,Netskope,$35M / Series C
Social | Capital,5/1/2014,LotusFlare,$4M / Seed
Social | Capital,4/1/2014,Slack,$42.75M / Series C (Lead)
Social | Capital,4/1/2014,Filip Technologies,$9M / Venture
Social | Capital,4/1/2014,better.,$5M / Seed
Social | Capital,4/1/2014,Wealthfront,$35M / Series C
Social | Capital,3/1/2014,Base CRM,$15M / Series B
Social | Capital,3/1/2014,Premise,$11M / Series B (Lead)
Social | Capital,2/1/2014,ClearSlide,$50M / Series C (Lead)
Social | Capital,2/1/2014,Ezetap,$8M / Series B
Social | Capital,2/1/2014,Ambient Clinical Analytics,$1.19M / Seed
Social | Capital,2/1/2014,Mango Games,undisclosed amount /Undisclosed
Social | Capital,2/1/2014,Coolan,undisclosed amount / Seed(Lead)
Social | Capital,2/1/2014,Orange Chef,$4.9M / Seed
Social | Capital,2/1/2014,Descomplica,$5M / Series B (Lead)
Social | Capital,2/1/2014,Remind,$15M / Series B
Social | Capital,1/1/2014,Boombotix,$4M / Series A
Social | Capital,1/1/2014,Intercom,$23M / Series B
Social | Capital,1/1/2014,Glooko,$7M / Series A
Softbank,12/1/2015,NowThis,$16.2M / Series D
Softbank,12/1/2015,SocialFlow,$7.5M / Series C
Softbank,11/1/2015,Grofers,$120M / Series C (Lead)
Softbank,11/1/2015,The Dodo,$11.5M / Series B (Lead)
Softbank,10/1/2015,Cybereason,$59M / Series C (Lead)
Softbank,9/1/2015,SoFi,$1B / Series E (Lead)
Softbank,9/1/2015,Super League,undisclosed amount /Series B
Softbank,8/1/2015,GrabTaxi,$350M / Series E
Softbank,8/1/2015,Snapdeal,$500M / Private Equity(Lead)
Softbank,8/1/2015,OYO Rooms,$100M / Series B (Lead)
Softbank,7/1/2015,Cinarra Systems,$20M / Series B (Lead)
Softbank,6/1/2015,Fetch Robotics,$20M / Series A (Lead)
Softbank,6/1/2015,Coupang,$1B / Private Equity (Lead)
Softbank,5/1/2015,Beabloo,€10M / Venture
Softbank,5/1/2015,"Switch Communications, Inc.",$35M / Series C
Softbank,5/1/2015,Talkspace,$9.5M / Series A
Softbank,5/1/2015,Banjo,$100M / Series C (Lead)
Softbank,4/1/2015,Ola,$400M / Series E
Softbank,4/1/2015,Origami Inc.,¥1.6B / Series B
Softbank,3/1/2015,Quixey,$60M / Series C
Softbank,1/1/2015,Kuaidi Dache,$600M / Series D (Lead)
Softbank,1/1/2015,Didi Kuaidi,$600M / Venture (Lead)
Softbank,12/1/2014,Talkspace,$1M / Seed
Softbank,9/1/2014,TalkingData,undisclosed amount /Series B
Softbank,5/1/2014,Coupang,$100M / Venture
Trinity Ventures,12/1/2015,Nestio,$8M / Series A (Lead)
Trinity Ventures,11/1/2015,Ruby Ribbon,$7.5M / Series C
Trinity Ventures,11/1/2015,ProtectWise,$20M / Series B
Trinity Ventures,10/1/2015,Gobble,$10.75M / Series A (Lead)
Trinity Ventures,10/1/2015,Fieldwire,$6.6M / Series A
Trinity Ventures,10/1/2015,Simility,$1.5M / Seed (Lead)
Trinity Ventures,9/1/2015,Dynamic Signal,$22M / Series C
Trinity Ventures,8/1/2015,ServiceMax,$82M / Series F
Trinity Ventures,7/1/2015,Bulletproof Executive,$9M / Series A
Trinity Ventures,7/1/2015,VTS,$21M / Series B
Trinity Ventures,7/1/2015,Preact,$5.13M / Venture
Trinity Ventures,6/1/2015,RadiumOne,$54M / Series C
Trinity Ventures,6/1/2015,Mayvenn,$10M / Series A
Trinity Ventures,6/1/2015,Cohesity,$55M / Series B
Trinity Ventures,6/1/2015,Cyphort,$30M / Series C
Trinity Ventures,5/1/2015,Meteor,$20M / Series B
Trinity Ventures,4/1/2015,ZIRX,$30M / Series B
Trinity Ventures,4/1/2015,Docker,$95M / Series D
Trinity Ventures,3/1/2015,Jama Software,$20M / Series C
Trinity Ventures,3/1/2015,Aryaka Networks,$16M / Series C
Trinity Ventures,3/1/2015,harvest.ai,$2.3M / Seed (Lead)
Trinity Ventures,2/1/2015,Fieldwire,$1.1M / Seed
Trinity Ventures,1/1/2015,MileIQ,$12.11M / Series A (Lead)
Trinity Ventures,1/1/2015,Clearleap,$5M / Series C
Trinity Ventures,12/1/2014,Errplane,$8.1M / Series A
Trinity Ventures,12/1/2014,InfluxDB,$8.1M / Series A
Trinity Ventures,11/1/2014,Rentlytics,$4M / Seed (Lead)
Trinity Ventures,10/1/2014,Loggly,$15M / Series C
Trinity Ventures,9/1/2014,MasteryConnect,$15.2M / Series B (Lead)
Trinity Ventures,9/1/2014,Code Climate,$2M / Seed
Trinity Ventures,9/1/2014,CrowdFlower,$12.5M / Series C
Trinity Ventures,9/1/2014,Docker,$40M / Series C
Trinity Ventures,9/1/2014,Workpop,$7M / Series A (Lead)
Trinity Ventures,9/1/2014,RJMetrics,$16.5M / Series B
Trinity Ventures,9/1/2014,ZIRX,$6.4M / Series A
Trinity Ventures,9/1/2014,Fieldwire,undisclosed amount / Seed
Trinity Ventures,8/1/2014,Turo,$10M / Series B (Lead)
Trinity Ventures,8/1/2014,Weddington Way,$9M / Series A
Trinity Ventures,7/1/2014,thredUP,$27M / Series D
Trinity Ventures,7/1/2014,Taulia,$27M / Series D
Trinity Ventures,7/1/2014,Boomerang Commerce,$8.5M / Series A (Lead)
Trinity Ventures,6/1/2014,EAT Club,$10M / Series B (Lead)
Trinity Ventures,6/1/2014,ProtectWise,$14.1M / Series A
Trinity Ventures,6/1/2014,Aryaka Networks,$10M / Series C
Trinity Ventures,4/1/2014,Blend Systems,$2.7M / Seed
Trinity Ventures,4/1/2014,Preact,$4.6M / Seed (Lead)
Trinity Ventures,4/1/2014,Act-On Software,$42M / Venture
Trinity Ventures,3/1/2014,Simply Measured,$20M / Series C (Lead)
Trinity Ventures,3/1/2014,ServiceMax,$71M / Series E
Trinity Ventures,2/1/2014,Hoopla,$8M / Series B (Lead)
Trinity Ventures,2/1/2014,TeamSnap,$7.5M / Series B
Trinity Ventures,1/1/2014,Docker,$15M / Series B
Venrock,11/1/2015,Dollar Shave Club,$90.7M / Series D
Venrock,10/1/2015,Lyra Health,$35M / Series A (Lead)
Venrock,10/1/2015,Audentes Therapeutics,$65M / Series C
Venrock,9/1/2015,Narvii,$6.5M / Venture (Lead)
Venrock,9/1/2015,Amino Apps,$6.5M / Series A (Lead)
Venrock,9/1/2015,Dollar Shave Club,$50M / Series C
Venrock,9/1/2015,CloudFlare,$110M / Series D
Venrock,9/1/2015,Kyruus,$25M / Series C
Venrock,9/1/2015,Dynamic Signal,$22M / Series C
Venrock,9/1/2015,AveXis,$65M / Series D
Venrock,9/1/2015,YouNow,$15M / Series B (Lead)
Venrock,8/1/2015,Grand Rounds,$55M / Series C
Venrock,7/1/2015,KalVista Pharmaceuticals,$33M / Series B
Venrock,7/1/2015,Doctor on Demand,$62.75M / Series B
Venrock,7/1/2015,Salsify,$16.6M / Series B (Lead)
Venrock,6/1/2015,Lyra Health,$3.1M / Seed (Lead)
Venrock,6/1/2015,CytomX Therapeutics,$70M / Series D
Venrock,6/1/2015,Aledade,$30M / Series B
Venrock,5/1/2015,Shift Messenger,$1.5M / Seed
Venrock,5/1/2015,Jiff,$23.3M / Series C
Venrock,5/1/2015,Stride Health,$13M / Series A (Lead)
Venrock,5/1/2015,REGENXBIO,$70.5M / Series D
Venrock,5/1/2015,Kontor,$5M / Series A (Lead)
Venrock,4/1/2015,Spirox,$18.5M / Series B (Lead)
Venrock,4/1/2015,Edge Therapeutics,$56M / Series C (Lead)
Venrock,4/1/2015,"Niara, Inc.",$20M / Series B (Lead)
Venrock,4/1/2015,"RedSeal, Inc.",$17M / Series C
Venrock,3/1/2015,Cynapsus Therapeutics,$21M / Venture
Venrock,3/1/2015,Aeglea BioTherapeutics,$44M / Series B
Venrock,3/1/2015,Dataminr,$130M / Series D
Venrock,2/1/2015,Luxe,$20M / Series A (Lead)
Venrock,2/1/2015,6sense,$20M / Series B
Venrock,1/1/2015,"Beckon, Inc.",$13M / Series B (Lead)
Venrock,1/1/2015,REGENXBIO,$30M / Series C (Lead)
Venrock,1/1/2015,10X Genomics,$55M / Series B
Venrock,1/1/2015,Hua Medicine,$25M / Series B
Venrock,12/1/2014,Quantenna Communications,$22M / Venture
Venrock,12/1/2014,Audentes Therapeutics,$42.5M / Series B
Venrock,12/1/2014,Ascendis Pharma,$60M / Series D
Venrock,10/1/2014,Personal Capital,$50M / Series D
Venrock,10/1/2014,Dasher,$1.25M / Seed
Venrock,9/1/2014,Jiff,$18.3M / Series B (Lead)
Venrock,8/1/2014,Dstillery,$24M / Series C
Venrock,8/1/2014,Gazelle,$9.5M / Series E
Venrock,8/1/2014,Happier Inc.,$2M / Seed
Venrock,8/1/2014,Doctor on Demand,$21M / Series A (Lead)
Venrock,8/1/2014,Juno Therapeutics,$134M / Series B
Venrock,8/1/2014,Mevion Medical Systems,$200M / Private Equity
Venrock,8/1/2014,YouNow,$7M / Series B (Lead)
Venrock,7/1/2014,CTERA Networks,$25M / Series C
Venrock,6/1/2014,Grand Rounds,$40M / Series B
Venrock,6/1/2014,Aledade,$4.5M / Series A (Lead)
Venrock,6/1/2014,"VeloCloud, Inc.",$21M / Venture (Lead)
Venrock,6/1/2014,PowerVision,$10M / Series D
Venrock,5/1/2014,Smartling,$25M / Series D
Venrock,5/1/2014,6sense,$16M / Series A (Lead)
Venrock,5/1/2014,Coherus Biosciences,$55M / Series C
Venrock,4/1/2014,Juno Therapeutics,$56M / Series A
Venrock,4/1/2014,Avalanche Biotech,$55M / Series B (Lead)
Venrock,4/1/2014,RefleXion Medical,$11.6M / Series A
Venrock,2/1/2014,Shape Security,$40M / Series C
Venrock,1/1/2014,Intuity Medical,$5.5M / Series F
Venrock,1/1/2014,PowerVision,$20M / Series D
Venrock,1/1/2014,Zenefits,$15M / Series A
Charles River Ventures,10/1/2015,Amino,$13M / Series B
Charles River Ventures,10/1/2015,Cybereason,$59M / Series C
Charles River Ventures,8/1/2015,CareDox,$1.2M / Series A
Charles River Ventures,7/1/2015,light,$25M / Series B
Charles River Ventures,6/1/2015,Airtable,$7.6M / Series A (Lead)
Charles River Ventures,6/1/2015,PillPack,$50M / Series C (Lead)
Charles River Ventures,6/1/2015,Nantero,$31.5M / Series E
Charles River Ventures,5/1/2015,Magnetic,$25M / Series C
Charles River Ventures,5/1/2015,Wave Accounting,$10M / Series C (Lead)
Charles River Ventures,5/1/2015,CloudGenix,$25M / Series B
Charles River Ventures,5/1/2015,Wonder Workshop (Formerly Play-i),$6.9M / Series A
Charles River Ventures,5/1/2015,Cybereason,$25M / Series B
Charles River Ventures,5/1/2015,SessionM,$12M / Series C
Charles River Ventures,4/1/2015,Flatiron School,$9M / Series B
Charles River Ventures,3/1/2015,DoorDash,$40M / Series B
Charles River Ventures,3/1/2015,ProtonMail,$2M / Seed
Charles River Ventures,3/1/2015,SimpliVity,$175M / Series D
Charles River Ventures,2/1/2015,Laurel & Wolf,$4.4M / Series A (Lead)
Charles River Ventures,1/1/2015,MileIQ,$12.11M / Series A
Charles River Ventures,1/1/2015,Jibo,$25.3M / Series A
Charles River Ventures,1/1/2015,Driftt,$15M / Series A
Charles River Ventures,1/1/2015,Rethink Robotics,$26.6M / Series D
Charles River Ventures,1/1/2015,Scribd,$22M / Series D
Charles River Ventures,1/1/2015,SignalFx,$20M / Series B (Lead)
Charles River Ventures,12/1/2014,Hi.Q,$5.5M / Seed (Lead)
Charles River Ventures,12/1/2014,"OneLogin, Inc.",$25M / Series C
Charles River Ventures,12/1/2014,ToyTalk,$15M / Series C
Charles River Ventures,11/1/2014,Accompany,$15M / Series B
Charles River Ventures,10/1/2014,Remix Media,$2M / Seed
Charles River Ventures,10/1/2014,Capriza,$27M / Series C
Charles River Ventures,10/1/2014,Tasteful,$9M / Series A
Charles River Ventures,9/1/2014,Udacity,$35M / Series C
Charles River Ventures,9/1/2014,ClassPass,$12M / Series A
Charles River Ventures,9/1/2014,MileIQ,$3M / Seed (Lead)
Charles River Ventures,9/1/2014,Symphony Commerce,$21.5M / Series B (Lead)
Charles River Ventures,8/1/2014,Xamarin,$54M / Series C
Charles River Ventures,8/1/2014,CareDox,$2.49M / Seed
Charles River Ventures,7/1/2014,bop.fm,$2M / Seed (Lead)
Charles River Ventures,6/1/2014,Patreon,$15M / Series A
Charles River Ventures,6/1/2014,Accompany,$5.6M / Series A
Charles River Ventures,6/1/2014,light,$9.7M / Series A (Lead)
Charles River Ventures,6/1/2014,Jibo,undisclosed amount / Seed
Charles River Ventures,5/1/2014,DoorDash,$17.3M / Series A
Charles River Ventures,4/1/2014,CloudGenix,$9M / Series A
Charles River Ventures,4/1/2014,Flatiron School,$5.5M / Series A
Charles River Ventures,3/1/2014,Wonder Workshop (Formerly Play-i),$8M / Series A (Lead)
Charles River Ventures,2/1/2014,Cybereason,$4.6M / Series A
Charles River Ventures,1/1/2014,Capriza,$13M / Series B
Charles River Ventures,1/1/2014,Cotap,$10M / Series B
IDG Ventures,7/1/2015,Survata,$6M / Series A
IDG Ventures,7/1/2015,RevCascade,undisclosed amount /Venture
IDG Ventures,5/1/2015,AlphaDraft,$5M / Seed
IDG Ventures,5/1/2015,Vouch Financial,$6M / Series A
IDG Ventures,3/1/2015,Tempered Networks,$15M / Series A
IDG Ventures,2/1/2015,Soothe,$1.7M / Seed
IDG Ventures,1/1/2015,The League,$2.1M / Seed
IDG Ventures,12/1/2014,MindMeld,$13M / Series A (Lead)
IDG Ventures,12/1/2014,Splitwise,$1.4M / Seed
IDG Ventures,11/1/2014,Course Hero,$15M / Series A
IDG Ventures,11/1/2014,UpLift,$8.2M / Series A (Lead)
IDG Ventures,10/1/2014,Appboy,$15M / Series B
IDG Ventures,10/1/2014,Freeform Development,undisclosed amount /Venture
IDG Ventures,10/1/2014,UpOut,undisclosed amount /Venture
IDG Ventures,9/1/2014,Fastly,$40M / Series C
IDG Ventures,8/1/2014,Datanyze,$2M / Seed (Lead)
IDG Ventures,8/1/2014,Phoenix Labs,undisclosed amount /Venture
IDG Ventures,6/1/2014,Krux,$35M / Series B
IDG Ventures,6/1/2014,Loup,undisclosed amount /Venture
IDG Ventures,5/1/2014,Beauty Noted,$2.2M / Seed
IDG Ventures,5/1/2014,Simply Hired,$12M / Series E
IDG Ventures,4/1/2014,Chubbies Shorts,$4M / Venture
IDG Ventures,3/1/2014,GuideSpark,$15M / Series B
IDG Ventures,2/1/2014,Midverse Studios,$6.5M / Venture
IDG Ventures,2/1/2014,UXPin,$1.6M / Seed
IDG Ventures,1/1/2014,Next Games,$6M / Series A
IDG Ventures,1/1/2014,Vidible,$3.35M / Series A
Singtel Innov8,12/1/2015,Igloohome,$1.25M / Seed
Singtel Innov9,9/1/2015,Teridion,$15M / Series B (Lead)
Singtel Innov10,8/1/2015,MoBagel,undisclosed amount / Seed
Singtel Innov11,4/1/2015,DataTorrent,$15M / Series B (Lead)
Singtel Innov12,4/1/2015,TokenOne,$1.25M / Series C
Singtel Innov13,11/1/2014,Ninja Blocks,$700k / Venture
Singtel Innov14,8/1/2014,Guavus,$20M / Debt Financing
Singtel Innov15,8/1/2014,Edmodo,$30M / Series D
Singtel Innov16,8/1/2014,Bitglass,$25M / Series B
Singtel Innov17,7/1/2014,POKKT,$2.5M / Series A
Singtel Innov18,6/1/2014,Moment.me,$1.65M / Venture
Singtel Innov19,5/1/2014,DemystData,$5M / Series A
Singtel Innov20,4/1/2014,KAI Square,$3.2M / Series B (Lead)
Singtel Innov21,4/1/2014,Neura,$2M / Venture
Singtel Innov22,1/1/2014,Net Power & Light,undisclosed amount /Venture
ABX (Austin Ventures),10/1/2015,RunTitle,$8M / Series A
ABX (Austin Ventures),9/1/2015,Civitas Learning,$60M / Series D
ABX (Austin Ventures),4/1/2015,Datical,$2.25M / Series A
ABX (Austin Ventures),1/1/2015,Civitas Learning,$16.2M / Series C
ABX (Austin Ventures),11/1/2014,Ambiq Micro,$15.6M / Series C
ABX (Austin Ventures),9/1/2014,Silvercar,$14M / Series B
ABX (Austin Ventures),8/1/2014,TrackingPoint,$29.1M / Venture
ABX (Austin Ventures),7/1/2014,Eagle Eye Networks,undisclosed amount /Series B
ABX (Austin Ventures),7/1/2014,Comfy,$600k / Seed
ABX (Austin Ventures),7/1/2014,Veros Systems,$3M / Series A
ABX (Austin Ventures),6/1/2014,Tasktop Technologies,$11M / Series A (Lead)
ABX (Austin Ventures),5/1/2014,Edgecase (formerly Compare Metrics),$3.8M / Series B (Lead)
ABX (Austin Ventures),3/1/2014,Surveying And Mapping (SAM),$36.7M / Venture
ABX (Austin Ventures),1/1/2014,Innography,$3.5M / Series B (Lead)
ABX (Austin Ventures),1/1/2014,Spredfast,$32.5M / Series D
Blumberg Capital,12/1/2015,Trulioo,$15M / Venture
Blumberg Capital,10/1/2015,Lenddo,undisclosed amount /Series B
Blumberg Capital,9/1/2015,Kreditech Holding,$92M / Series C
Blumberg Capital,9/1/2015,CoverHound,$33.3M / Series C
Blumberg Capital,9/1/2015,SimplyCredit,$1.5M / Seed (Lead)
Blumberg Capital,9/1/2015,Panoply.io,$1.3M / Seed
Blumberg Capital,9/1/2015,Fundbox,$50M / Series C
Blumberg Capital,9/1/2015,Saucey,$4.5M / Seed (Lead)
Blumberg Capital,8/1/2015,Able Lending,$6M / Series A (Lead)
Blumberg Capital,7/1/2015,BLender,$5M / Series A
Blumberg Capital,7/1/2015,Roam Analytics,$9.59M / Series A
Blumberg Capital,6/1/2015,Yotpo,$15M / Series B
Blumberg Capital,6/1/2015,FairFly,$2M / Venture (Lead)
Blumberg Capital,6/1/2015,MentAd,$3.5M / Series A (Lead)
Blumberg Capital,6/1/2015,Wunder,undisclosed amount /Series A
Blumberg Capital,6/1/2015,Pachyderm,$2M / Seed
Blumberg Capital,6/1/2015,Arcadia Data,$11.5M / Series A
Blumberg Capital,6/1/2015,SQream Technologies,$7.4M / Venture
Blumberg Capital,5/1/2015,Zeek,$3M / Series A
Blumberg Capital,5/1/2015,20n,$2.1M / Seed
Blumberg Capital,3/1/2015,Lendio,$20.5M / Series C
Blumberg Capital,3/1/2015,Fundbox,$40M / Series B
Blumberg Capital,2/1/2015,Namogoo,$5M / Venture (Lead)
Blumberg Capital,2/1/2015,Bento,$2.5M / Seed
Blumberg Capital,12/1/2014,MentAd,$1.2M / Seed
Blumberg Capital,11/1/2014,Cognical,$10M / Series A
Blumberg Capital,10/1/2014,Credorax,$40M / Private Equity
Blumberg Capital,10/1/2014,Appboy,$15M / Series B
Blumberg Capital,8/1/2014,FeeX,$6.5M / Series B
Blumberg Capital,7/1/2014,Zooz,$12M / Series B (Lead)
Blumberg Capital,6/1/2014,ePetWorld,undisclosed amount /Series A
Blumberg Capital,6/1/2014,Kreditech Holding,$40M / Series B
Blumberg Capital,6/1/2014,ZipZap,$1.1M / Seed
Blumberg Capital,6/1/2014,BioCatch,$10M / Series A (Lead)
Blumberg Capital,6/1/2014,Moment.me,$1.65M / Venture
Blumberg Capital,6/1/2014,Fortscale,$10M / Venture (Lead)
Blumberg Capital,3/1/2014,Trulioo,$6M / Series A
Blumberg Capital,2/1/2014,Strevus,$5.6M / Series A (Lead)
Blumberg Capital,1/1/2014,Yotpo,$10.7M / Series A (Lead)
Atomico,12/1/2015,GoEuro,$45M / Series B
Atomico,11/1/2015,Uniplaces,$24M / Series A
Atomico,8/1/2015,ZocDoc,$130M / Series D (Lead)
Atomico,7/1/2015,FreedomPop,$10M / Series B
Atomico,7/1/2015,Klarismo,$2.1M / Seed
Atomico,6/1/2015,EVRYTHNG,$7.5M / Series B
Atomico,3/1/2015,"SmartNews, Inc.",$10M / Series C
Atomico,10/1/2014,Truecaller,$60M / Series C (Lead)
Atomico,8/1/2014,"SmartNews, Inc.",$36M / Series B (Lead)
Atomico,4/1/2014,EVRYTHNG,$7M / Series A
Atomico,3/1/2014,Klarna,€90M / Private Equity
Atomico,3/1/2014,Quipper,$5.8M / Series A (Lead)
Goodwater Capital,6/1/2015,Zumper,$6.4M / Series A (Lead)
Goodwater Capital,3/1/2015,Memebox Corporation,$17.5M / Series B
Goodwater Capital,3/1/2015,Pager,$5.9M / Seed
Goodwater Capital,9/1/2014,Frank & Oak,$15M / Series B (Lead)
Goodwater Capital,8/1/2014,imoji,$2M / Venture
Goodwater Capital,7/1/2014,Memebox Corporation,$11.92M / Series A
Andreessen Horowitz,12/1/2015,Oration,$11.2M / Series A
Andreessen Horowitz,12/1/2015,Factual,$35M / Series B
Andreessen Horowitz,12/1/2015,ItsOn,$12.5M / Series D
Andreessen Horowitz,12/1/2015,Platfora,$30M / Series C
Andreessen Horowitz,12/1/2015,Gigster,$10M / Series A (Lead)
Andreessen Horowitz,11/1/2015,"twoXAR, Incorporated",$3.4M / Seed (Lead)
Andreessen Horowitz,11/1/2015,Udacity,$105M / Series D
Andreessen Horowitz,11/1/2015,OfferUp,$15.8M / Series B
Andreessen Horowitz,10/1/2015,Gobble,$10.75M / Series A
Andreessen Horowitz,10/1/2015,OpenGov,$25M / Series B (Lead)
Andreessen Horowitz,10/1/2015,Bracket Computing,$46.4M / Series C
Andreessen Horowitz,10/1/2015,Optimizely,$58M / Series C
Andreessen Horowitz,10/1/2015,Mino Games,$2.2M / Seed
Andreessen Horowitz,10/1/2015,Reflektive,$3.6M / Seed (Lead)
Andreessen Horowitz,10/1/2015,"OnCorps, Inc.",$2.3M / Venture
Andreessen Horowitz,10/1/2015,Vrse,undisclosed amount / Seed
Andreessen Horowitz,9/1/2015,Medium,$57M / Series B (Lead)
Andreessen Horowitz,9/1/2015,Walker & Company Brands,$24M / Series B
Andreessen Horowitz,9/1/2015,Onshape,$80M / Series D (Lead)
Andreessen Horowitz,9/1/2015,Omada Health,$48M / Series C
Andreessen Horowitz,9/1/2015,Granular,$21.06M / Series B
Andreessen Horowitz,9/1/2015,Okta,$75M / Series F (Lead)
Andreessen Horowitz,9/1/2015,Tanium,$117.5M / Series G
Andreessen Horowitz,7/1/2015,Blockspring,$3.4M / Seed (Lead)
Andreessen Horowitz,7/1/2015,GitHub,$250M / Series B
Andreessen Horowitz,7/1/2015,Cazena,$20M / Series B
Andreessen Horowitz,7/1/2015,500px,$13M / Series B
Andreessen Horowitz,7/1/2015,Keybase,$10.8M / Series A (Lead)
Andreessen Horowitz,7/1/2015,DigitalOcean,$83M / Series B
Andreessen Horowitz,6/1/2015,Shapeways,$30M / Series D
Andreessen Horowitz,6/1/2015,Radiant Entertainment,$4.5M / Seed
Andreessen Horowitz,6/1/2015,Envoy,$15M / Series A
Andreessen Horowitz,6/1/2015,Mayvenn,$10M / Series A (Lead)
Andreessen Horowitz,6/1/2015,SigOpt,$2M / Seed
Andreessen Horowitz,6/1/2015,OpenBazaar,$1M / Seed
Andreessen Horowitz,5/1/2015,Coho Data,$30M / Series C
Andreessen Horowitz,5/1/2015,Samsara,$25M / Series A (Lead)
Andreessen Horowitz,5/1/2015,"Switch Communications, Inc.",$35M / Series C
Andreessen Horowitz,5/1/2015,Meteor,$20M / Series B
Andreessen Horowitz,5/1/2015,Instart Logic,$43M / Venture
Andreessen Horowitz,5/1/2015,Pinterest,$186M / Series G
Andreessen Horowitz,5/1/2015,Affirm,$275M / Series B
Andreessen Horowitz,5/1/2015,Zenefits,$500M / Series C
Andreessen Horowitz,5/1/2015,AltSchool,$100M / Series B (Lead)
Andreessen Horowitz,4/1/2015,Benchling,$5M / Series A (Lead)
Andreessen Horowitz,4/1/2015,Slack,$160M / Series E
Andreessen Horowitz,4/1/2015,Illumio,$100M / Series C
Andreessen Horowitz,4/1/2015,SOHA SYSTEMS,$9.8M / Series A
Andreessen Horowitz,4/1/2015,Honor,$20M / Series A (Lead)
Andreessen Horowitz,3/1/2015,Tanium,$64M / Series F (Lead)
Andreessen Horowitz,3/1/2015,Sensai Corporation,$1.3M / Seed
Andreessen Horowitz,3/1/2015,Improbable,$22.09M / Series A
Andreessen Horowitz,3/1/2015,Cyanogen,$85M / Series C
Andreessen Horowitz,3/1/2015,OfferUp,$73M / Series C
Andreessen Horowitz,3/1/2015,FiftyThree,$30M / Series B
Andreessen Horowitz,3/1/2015,Tachyon Nexus,$7.5M / Series A
Andreessen Horowitz,3/1/2015,Pinterest,$367M / Series G
Andreessen Horowitz,3/1/2015,Highfive,$32M / Series B
Andreessen Horowitz,3/1/2015,21 Inc,$116M / Venture
Andreessen Horowitz,3/1/2015,Alation,$9M / Series A
Andreessen Horowitz,3/1/2015,ToutApp,$15M / Series B (Lead)
Andreessen Horowitz,2/1/2015,Pindrop,$35M / Series B
Andreessen Horowitz,2/1/2015,Rainforest,$4M / Seed
Andreessen Horowitz,1/1/2015,Earnest,$19.8M / Series A
Andreessen Horowitz,1/1/2015,TransferWise,$58M / Series C (Lead)
Andreessen Horowitz,1/1/2015,Ringly,$5.1M / Series A (Lead)
Andreessen Horowitz,1/1/2015,Coinbase,$75M / Series C
Andreessen Horowitz,1/1/2015,Distelli,$2.88M / Series A (Lead)
Andreessen Horowitz,1/1/2015,Stack Exchange,$40M / Series D (Lead)
Andreessen Horowitz,1/1/2015,Skydio,$3M / Seed (Lead)
Andreessen Horowitz,1/1/2015,Soylent Corporation,$20M / Series A (Lead)
Andreessen Horowitz,1/1/2015,Percolata,$5M / Seed
Andreessen Horowitz,1/1/2015,SignalFx,$20M / Series B
Andreessen Horowitz,12/1/2014,Instacart,$220M / Series C
Andreessen Horowitz,12/1/2014,Mixpanel,$65M / Series B
Andreessen Horowitz,12/1/2014,Mesosphere,$36M / Series B
Andreessen Horowitz,11/1/2014,Forward Networks,$11.15M / Venture
Andreessen Horowitz,11/1/2014,CipherCloud,$50M / Series B
Andreessen Horowitz,11/1/2014,Teespring,$35M / Series B
